PublicationYear,PublicationClone,PublicationTarget,PublicationCitation,PublicationPubmed
"2012","N43/6","Kv7.4/KCNQ4","Svalo, J., et al. 2012. Basic Clin Pharmacol Toxicol. 110:145-53.","21895977"
"2012","N28/9","VGlut1","Larsson, M., et al. 2012. Cerebral Cortex. 22:1203-14.","21810784"
"2012","K28/43","PSD-95","Franco, A., et al. 2012. Cerebral Cortex. 22:1191-202.","21810783"
"2012","L20/8, N19/2, N59/20, K28/43","PICK1, SAP102, GluN2B/NR2B, PSD-95","Wilke, S.A., et al. 2012. Neural Dev. 7:9.","22369234"
"2012","K20/78, N86/8, N167/7","Kv1.1, GFP, Dicer","Huang, Y.W., et al. 2012. Cell. 148:933-46.","22385959"
"2012","K89/34","Kv2.1","Bocksteins, Elke., et al., ?Immunostaining of Voltage-Gated Ion Channels in Cell Lines and Neurons - Key concepts and Potential Pitfalls,? pp3-28. Hesam Dehghani, ed., Applications of Immuncytochemistry. Rijeka, Croatia: InTech, 2012.",""
"2012","N93A/49, N81/37","GABA(B)R1, GABA(B)R2","Padgett, C.L., et al. 2012. Neuron. 73:978-89.","22405207"
"2012","K28/43","PSD-95","Varela-Nallar, L., et al. 2012. Cytoskeleton. 69:528-34.","22407911"
"2012","K36/15, K14/16, K19/36, K67/25","Kv1.1, Kv1.2, Kv1.6, Caspr2","Irani, S. R., et al. 2012. Ann Neurol. 72:241-55.","22473710"
"2012","K89/34","Kv2.1","Dai, X.Q., et al. 2012. Diabetologia. 55:1709-20.","22411134"
"2012","K28/43","PSD-95","Loriol, C., et al. 2012. PLoS One. 7:e33757.","22438991"
"2012","K9/40, K47/42, K17/70","Kvbeta1.1, Kvbeta1.2, Kvbeta2","Tipparaju, S.M., et al. 2012. Pflugers Arch. 463:799-818.","22426702"
"2012","L6/60, L18A/3","Slo1/BKAlpha, BKbeta4","Shruti, S., et al. 2012. PLoS One. 7:e33429.","22438928"
"2012","review article","review article","Bandrowski, A.E., et al. 2012. Database. 2012:bas005.","22434839"
"2012","K14/16, N106/36, L57/46, N64A/36","Kv1.2, Ankyrin-G, Cav1.2 + Cav1.3, TrpC7","Brandao, K.E., et al. 2012. J Comp Neurol. 520:81-99.","21674494"
"2012","N116/14","Botch","Chi, Z., et al. 2012. Dev Cell. 22:707-20.","22445366"
"2012","K36/15, K65/35","Kv1.1, CASPR/Neurexin IV","Bangratz, M., et al. 2012. Am J Physiol. 180:2040-55.","22449950"
"2012","K89/34","Kv2.1","Kinoshita, M., et al. 2012. Brain Res. 1452:1-9","22433979"
"2012","K28/43","PSD-95","Nicholson, D.A., et al. 2012. J Neurochem. 121:852-60","22458534"
"2012","N1/12","KCC2","Liu, Q., et al. 2012. Neuroscience. 210:1-20.","22441038"
"2012","L6/60","Slo1/BKAlpha","Tanimoto, N., et al. 2012. J Neurosci. 32:4861-66.","22492042"
"2012","K87A/10, K20/78, K14/16, K28/43","Nav16, Kv1.1, Kv1.2, PSD-95","Buttermore, E.D., et al. 2012. J Neurosci. 32:4724-42.","22492029"
"2012","N87/25","GABA(A)R, Beta3","Gurba, K.N., et al. 2012. J Biol Chem. 287:12083-97.","22303015"
"2012","L21/32","GluA2/GluR2","Boudreau, A.C., et al. 2012. Curr Protoc Neurosci. Chapter5:Unit5.30.","22470150"
"2012","K14/16","Kv1.2","Powers, B.E., et al. 2012. J Neurosci. 32:5120-5.","22496557"
"2012","K60/73","KChIP2","Suzuki, T., et al. 2012. PLoS One. 7:e35353.","22514734"
"2012","N86/8","GFP","Akins, M.R., et al. 2012. J Comp Neurol. 520:3687-706.","22522693"
"2012","K13/31, K14/16, K17/70","Kv1.4, Kv1.2, Kvbeta2","Jukkola, P., et al. 2012. Neurobiol Dis. 47:280-93.","22560931"
"2012","N86/38","GFP","Song, P. and Pimplikar, S.W. 2012. PLoS One. 7(4):e34209.","22545081"
"2012","N95/35, N96/55, N87/25","GABA(A)R Alpha1, GABA(A)R Beta1, GABA(A)R, Beta3","Eyre, M.D., et al. 2012. J Neurosci. 32:5853-67.","22539847"
"2012","L6/60","Slo1/BKAlpha","Almassy, J., et al. 2012. J Gen Physiol. 139:121-33.","22291145"
"2012","K20/78, K14/16","Kv1.1, Kv1.2","Ivanovic, A., et al. 2012. J Cell Biol. 196:337-44.","22291039"
"2012","N100/13","GST","Segal, M., et al. 2012. Biology Open. 1:220-31.","23213412"
"2012","K28/43","PSD-95","Végh, M.J., et al. 2012. J Proteome Res. 11:1855-67.","22289077"
"2012","N93A/49","GABA(B)R1","Schwindinger, W.F., et al. 2012. J Biol Chem. 287:7121-33.","22207761"
"2012","review article","review article","Kefaloyianni, E., et al. 2012. J Mol Cell Cardiol. 52:596-607.","22245446"
"2012","K14/16, K19/36, L23/27","Kv1.2, Kv1.6, Kv1.3","He, S., et al. 2012. Neuropsychopharmacology. 37:1338-56.","22218089"
"2012","K28/43","PSD-95","Howell, M.D. and Gottschall, P.E. 2012. ASN Neuro. 4.","22225533"
"2012","N126B/31","Neuregulin-CRD","Zhang, K., et al. 2012. Oncogene. 31:4609-18.","22249266"
"2012","N18/30","Chapsyn-110/PSD-93","Zheng, S., et al. 2012. Nat Neurosci. 15:381-8.","22246437"
"2012","K28/43","PSD-95","Zhang, G., et al. 2012. J Neurosci. 32:599-609.","22238095"
"2012","L6/60","Slo1/BKAlpha","Hu, X., et al. 2012. J Biol Chem. 287(6):4014-22.","22074915"
"2012","N67/15","TRPC5","Kim, E.Y., et al. 2012. Am J Physiol Renal Physiol. 302:F298-307.","22031853"
"2012","N144/17, N144/32, N148/30, N159/5","Gamma-protocadherin-A3, Pan-Gamma-protocadherin-A, Gamma-protocadherin-B2, Pan-Gamma-protocadherin-Constant","Lobas, M.A., et al. 2012. J Neurochem. 120:913-27.","22092001"
"2012","N106/36","Ankyrin-G","Damiani, D., et al. 2012.  J Comp Neurol. 520:1406-23.","22102216"
"2012","K20/78, K36/15","Kv1.1, Kv1.1 (ext.)","Bildl, W., et al. 2012. Mol Cell Proteomics. 11:M111.007955.","22067099"
"2012","N95/35","GABA(A)R, Alpha1","Antflick, J.E., and Hampson, D.R. 2012. J Neurochem. 120:552-63.","22145864"
"2012","K65/35","CASPR/Neurexin IV","Liazoghli, D., et al. 2012. ACS Chem Neurosci. 3:90-95.","22348182"
"2012","K89/34","Kv2.1","Zhou, M.H., et al. 2012. J Neurochem. 120:502-14.","22118516"
"2012","N81/2","GABA(B)R2","Paris-Robidas, S., et al. 2012. Brain. 135:105-16.","22120148"
"2012","K57/1","Kv4.2","Smith, S.E., et al. 2012. J Neurochem. 120:611-21.","22122031"
"2012","A12/18, K14/16, K28/43, K69/3, L11A/41, N46/30, N57/2","Pan-Neurofascin (extracellular), Kv1.2, PSD-95, Nav1.2, Pan-Neurofascin, ADAM22, ADAM22","Dhaunchak, A.S., et al. 2012. Ann Neurol. 71:601-13.","22473675"
"2012","K36/15","Kv1.1","Li, K.X., et al. 2012. Nat Neurosci. 15:267-73.","22158511"
"2012","review article","review article","Ayala, R., et al. 2012. J Neurosci Methods. 204:221-6.","22155385"
"2012","L6/60","Slo1/BKAlpha","Zhang, D.X., et al. 2012. Circ Res. 110:471-80.","22158710"
"2012","K75/41","Kv4.3","Zhang, Y.H., et al. 2012. Cardiovasc Res. 93:424-33.","22198508"
"2012","N23B/49, N100/13","Pan-Shank, GST","Marcello, E., et al. 2012. Neurobiol Aging. 33:422.e1-10.","20980075"
"2012","N87/25","GABA(A)R, Beta3","Yanovsky, Y., et al. 2012. Pflugers Arch. 463:187-99.","21735059"
"2013","K55/7","KChIP1","White, N.S., et al. 2013. Human Brain Mapping. 34:327-46.","23169482"
"2013","K57/1","Kv4.2","Kaufman, W.A., et al. 2013. Brain Struct Funct. 18:1115-32.","22932868"
"2013","L23/27, K7/45","Kv1.3, Kv1.5","Yamada, J. and Jinno, S. 2013. J Comp Neurol. 521:1184-201.","22987820"
"2013","N59/20","GluN2B/NR2B","Xiao, X., et al. 2013. Cerebral Cortex. 23:2190-203.","22784608"
"2013","N106/36, K65/35, K20/78","Ankyrin-G, Caspr/Neurexin IV, Kv1.1","Engelhardt, M., et al. 2013. Brain Struct Funct. 18:1005-16.","22886464"
"2013","K57/1","Kv4.2","Xu, D., et al. 2013. Gut. 62:1466-74.","22833396"
"2013","N295B/66","Arl13b","Heydet, D., et al. 2013. Dev Neurobiol. 73:1-13.","22581473"
"2013","N86/8","GFP","Merrill, R.A., et al. 2013. FEBS J. 280:662-73.","22583914"
"2013","K28/43","PSD-95","Volk, L.J., et al. 2013. Nature. 493:420-3.","23283174"
"2013","K65/35, N59","CASPR/Neurexin IV, GluN2B/NR2B","Horn, K.E., et al. 2013. Cell Reports. 3:173-85.","23291093"
"2013","K28/43","PSD-95","Alvarez-Baron, E., et al. 2013. J Neurosci. 33:824-39.","23303958"
"2013","N95/35","GABA(A)R, Alpha1","González, M.I., et al. 2013. Epilepsia. 54:616-24.","23294024"
"2013","K64/15","SAP97","Ng, A.A., et al. 2013. Hum Mol Genet. 22:1493-1506.","23297362"
"2013","K74/71","Nav1.1","Papale, L.A., et al. 2013. Epilepsia. 54:625-34.","23311867"
"2013","K28/43, N149/25, N206A/8","PSD-95, Olig1, GFAP","Xue, Y., et al. 2013. Cell. 152:82-96.","23313552"
"2013","L21/32, N59/20","GluA2/GluR2, GluN2B/NR2B","Di Filippo, M., et al. 2013. Neurobiol Dis. 52:229-36.","23295855"
"2013","N221/17","TrpV1","Bouyer, P.G., et al. 2013. Am J Physiol Gastrointest Liver Physiol. 304:G142-56.","23139219"
"2013","L21/32","GluA2/GluR2","Li, X., et al. 2013. J Neurosci. 33:1130-42.","23325250"
"2013","K89/34","Kv2.1","Fox, P.D., et al. 2013. J Neurosci. 33:1259-70.","23325261"
"2013","N67/15","TrpC5","Phelan, K.D., et al. 2013. Mol Pharmacol. 83:429-38.","23188715"
"2013","K20/78, K14/16, L23/27, K13/31, K7/45, K19/36, K9/40, K47/42, K17/70","Kv1.1, Kv1.2, Kv1.3, Kv1.4, Kv1.5, Kv1.6, Kvbeta1.1, Kvbeta 1.2, Kvbeta2","Ovsepian, S.V., et al. 2013. J Physiol. 591:1771-91.","23318870"
"2013","N201/35","Iduna","Xu, H., et al. 2013. Cell Signal. 25:1018-26.","23333241"
"2013","K75/41, N43/6","Kv4.3, Kv7.4/KCNQ4","David, J.P., et al. 2013. Traffic. 14:399-411.","23324056"
"2013","K89/34","Kv2.1","Kourrich, S., et al. 2013. Cell. 152:236-47.","23332758"
"2013","K69/3","Nav1.2","He, Y.L., et al. 2013. PLoS One. *:e54376.","23349866"
"2013","K65/35","CASPR/Neurexin IV","Chen, C.D., et al. 2013. J Neurosci. 33:1927-39.","23365232"
"2013","N106/36","Ankyrin-G","Inan, M., et al. 2013. J Neurosci. 33:1907-14.","23365230"
"2013","K8/43","PSD-95","Lin, Y.C., et al. 2013. J Neurosci. 33:1846-57.","23365224"
"2013","N141/28, N114/10","HCN3, HCN4","Hughes, D.I., et al. 2013. Neuroscience. 237:7-18.","23357121"
"2013","K14/16","Kv1.2","Lee, S.M., et al. 2013. Hum Mol Genet. 22:1755-70.","23359569"
"2013","N245/1, N245/36","TARPGamma2/Stargazin, TARPGamma2+4+8","Tao, Y., et al. 2013. Nat Neurosci. 16:290-99.","23354328"
"2013","K28/43","PSD-95","Klein, M.E., et al. 2013. Proc Natl Acad Sci U S A. 110:3125-30.","23382180"
"2013","K28/43","PSD-95","Butko, M.T., et al. 2013. Proc Natl Acad Sci U S A. 110:E726-35.","23382246"
"2013","L21/32","GluA2/GluR2","Mauric, V., et al. 2013. Mol Cell Neurosci. 56:10-17.","23403072"
"2013","K28/43","PSD-95","Li, H., et al. 2013. J Neurosci. 33:3135-50.","23407968"
"2013","N134/12","Nav1.8","Knowlton, W.M., et al. 2013. J Neurosci. 33:2837-48.","23407943"
"2013","N6/38","VAChT","Fogarty, M.J., et al. 2013. PLoS One. 8:e56257.","23457538"
"2013","N170A/1","Neurexin-1-Beta","Futai, K., et al. 2013. J Neurosci. 33:3612-23.","23426688"
"2013","K65/35","CASPR/Neurexin IV","Kondo, Y., et al. 2013. J Neurosci. 33:3514-25.","23426679"
"2013","N28/9","VGlut1","Bray, J.G., et al. 2013. Neuropharmacology. 67:115-25.","23164616"
"2013","K28/86","Pan-MAGUK","Randlett, O., et al. 2013. Cell Reports. 3:282-90.","23416047"
"2013","K36/15, K14/16","Kv1.1, Kv1.2","Campanac, E., et al. 2013. Neuron. 77:712-22","23439123"
"2013","N59/20","GluN2B/NR2B","Chowdhury, D., et al. 2013. J Neurosci. 33:4151-64.","23447623"
"2013","K65/35","CASPR/Neurexin IV","Petrosyan, H.A., et al. 2013. J Neurosci. 33:4032-43.","23447612"
"2013","K28/43","PSD-95","Akama, K.T., et al. 2013. J Biol Chem, 288:6438-50.","23300088"
"2013","K89/34","Kv2.1","Mavlyutov, T.T., et al. 2013. Neuroscience. 240:129-134.","23458708"
"2013","N86/8","GFP","Baker, S.A., et al. 2013. Cell. 152:984-96.","23452848"
"2013","N106/36","Ankyrin-G","Vadhvani, M., et al. 2013. PLoS One. 8:e57530.","23469015"
"2013","N103/31, N103/39","ALDH1L1","Morel, L., et al. 2013. J Biol Chem. 288:7105-16.","23364798"
"2013","N3/26, N11/33","Slo2.2/Slack, Slo2.1/Slick","Cervantes, B., et al. 2013. Neuroscience. 240:163-75.","23466807"
"2013","N152B/23","VDAC1","Chen, M., et al. 2013. Circ Res. 112:1121-34.","23467820"
"2013","N165/38","LAR/PTPRF","Liu, W., et al. 2013. Peerj. 1:e49.","23638386"
"2013","K28/43, N19/2, N18/30, K64/15, K28/86, N308/48, N59/20, N59/36, L21/32","PSD-95, SAP102, Chapsyn-110/PSD-93, SAP97,Pan-MAGUK, GluN1/NR1, GluN2B/NR2B, GluA2/GluR2","Murata, Y. and Constantine-Paton, M. 2013. J Neurosci. 33:5040-52.","23486974"
"2013","K28/43","PSD-95","Yamada, T., et al. 2013. J Neurosci. 33:4726-40.","23486945"
"2013","L24/18","IP3 receptor type 1","Alzayady, K. 2013. J Biol Chem. 288:11122-34.","23479737"
"2013","N141/28, N212/7","HCN3, TRIP8b (constant region)","Cao-Ehlker, X., et al. 2013. J Biol Chem. 288:7580-89.","23382386"
"2013","K20/78, K14/16, K13/31, K57/1, N70/28, N71/37","Kv1.1, Kv1.2, Kv1.4, Kv4.2, HCN1, HCN2","Brewster, A. L., et al. 2013. PLoS One. 8:e57808.","23536771"
"2013","N68/6","Nav1.7","Melemedjian, O.K., et al. 2013. Pain. 154:1080-91.","23607966"
"2013","N70/28","HCN1","Bonin, R.P., et al. 2013. PLoS One. 8:e58679.","23516534"
"2013","N22/21","Shank1","Catarino, T., et al. 2013. J Cell Sci. 126:149-62.","23038781"
"2013","N37A/10","Kv7.1/KCNQ1","Sachse, C.C., et al. 2013. FASEB J. 27:2458-67.","23504710"
"2013","N70/28, N71/37, N114/10","HCN1, HCN2, HCN4","Abbas, S.Y., et al. 2013. PLoS Comput Biol. 9:e1002969.","23516351"
"2013","L21/32","GluA2/GluR2","Barak, B., et al. 2013. NeuroMol Med. 15:351-63.","23519441"
"2013","L51/82","MMP9","DeNiro, M., et al. 2013. PLoS One. 8:e59021","23533599"
"2013","N170A/26","Neurexin-1-Beta","Zeng, L., et al. 2013. PLoS One. 8:e59685.","23536886"
"2013","N103/39","Aldh1L1","Sousa, D.G., et al. 2013. PLoS One.8:e60282.","23555943"
"2013","N59/36, N28/9, N29/29, N34/34","GluN2B/NR2B, VGlut1, VGlut2, VGlut3","Li, L. and Hanahan, D. 2013. Cell. 153:86-100.","23540692"
"2013","N52A/42","Mortalin","Arango, N.A., et al. 2013. Biol Reprod. 88:76.","23269666"
"2013","N100/13","GST","Okamoto, Y., et al. 2013. J Biol Chem. 288:9189-99.","23430259"
"2013","N86/8, N86/38","GFP","Tien, J., et al. 2013. Proc Natl Acad Sci U S A. 110:6352-7.","23576756"
"2013","N168/6, K14/16, N106/36","Navbeta4, Kv1.2, Ankyrin-G","Buffington, S.A. and Rasband, M.N. 2013. J Neurosci. 33:6191-6202.","23554500"
"2013","N95/35","GABA(A)R, Alpha1","Hanson, J.E., et al. 2013. J Neurosci. 33:5924-29.","23554474"
"2013","K65/35","CASPR/Neurexin IV","Liu, R., et al. 2013. PLoS One. 8:e60558.","23565257"
"2013","N112B/14","Kir2.1","Luo, X, et al. 2013. J Clin Invest. 123:1939-51.","23543060"
"2013","N206A/8","GFAP","Kang, S.H., et al. 2013. Nat Neurosci. 16:571-9.","23542689"
"2013","N75/3","mGluR1/5","Cao, Z., et al. 2013. J Biol Chem. 288:13831-41.","23553633"
"2013","N241A/34, N138/6, N231B/34, N152B/23","LRRK2 C-terminus, LRRK2 N-terminus, LRRK2 N-terminus, VDAC1","Davies, P., et al. 2013. Biochem J. 453:101-13.","23560750"
"2013","N138/6","LRRK2, N-terminus","Cho, H.J., et al. 2013. Hum Mol Genet.22:608-20.","23125283"
"2013","K28/43, L21/32","PSD-95, GluA2/GluR2","Inestrosa, N.C., et al. 2013. J Alzheimers Dis. 33:941-59.","23109558"
"2013","N29/9","VGlut2","Okuda, et.al., 2013. J Physiol. 591:365-78","23090950"
"2013","K87A/10","Nav1.6","Sun, W., et al. 2013. J Physiol. 591:241-55.","23090952"
"2013","K28/43, N28/9","PSD-95, VGlut1","Loriol, C., et al. 2013. Biol Cell. 105:30-45.","23066795"
"2013","N106/36, N106,20, N206A.8, K87A/10","Ankyrin-G, GFAP, Nav1.6","Baalman, K., et al. 2013. J Neurotrauma. 30:741-51.","23025758"
"2013","N230/21","MMACHC","Mah, W., et al. 2013. Mol Genet. 108:112-18.","23270877"
"2013","N18/30","Chapsyn-110/PSD-93","Ryan, T.J., et al. 2013. Nat Neurosci. 16:25-32.","23201971"
"2013","K28/43","PSD-95","Fasano, C., et al. 2013. Neuropharmacology. 67:432-43.","23231809"
"2013","N38/8","Cav1.3","Liedtke, W., et al. 2013. Small. 9:1066-75.","23229576"
"2013","N43/6","Kv7.4/KCNQ4","Iannotti, F.A., et al. 2013. Mol Biol Cell. 24:274-84.","23242999"
"2013","N241A/34","LRRK2, C-terminus","Yao, C., et al. 2013. Hum Mol Genet. 22:328-44.","23065705"
"2013","N86/8","GFP","Lu, V.B., et al. 2013. Mol Pharmacol. 83:267-82.","23104136"
"2013","N16B/8","Kv3.1b","Cotella, D., et al. 2013. FASEB J. 27:1381-93.","23233530"
"2013","K73/20","Contactin/F3","Lee, K., et al. 2013. Proc Natl Acad Sci U S A. 110:336-41.","23248271"
"2013","method reference","NA","Kefaloyianni, E., et al. 2013. Proteomics. 13:368-78.","23197389"
"2013","K28/43","PSD-95","Mao, L.M., et al. 2013. Brain Res. 1494:101-8.","23201445"
"2013","L6/60","Slo1BKAlpha","Montomery, J.R., et al. 2013. Am J Cell Physiol. 304:C299-C311.","23174562"
"2013","K28/43","PSD-95","Han, M.H., et al. 2013. Mol Cell Proteomics. 12:3719-31.","24023391"
"2013","K69/3, K74/71","Nav1.2, Nav1.1","Vega, A.V., et al. 2013. Sci Reports. 3:2809.","24077057"
"2013","N134/12","Nav1.8","Tsantoulas, C., et al. 2013. PLoS One. 8:e80722.","24278311"
"2013","K28/43","PSD-95","Paemka, I., et al. 2013. PLoS One. 8:e80737","24312498"
"2013","N206A/8, N29/29, N308/48, N59/20","GFAP, VGlut2, GluN1/NR1, GluN2B/NR2B","Gunn, B.G., et al. 2013. J Neurosci. 33:19534-54.","24336719"
"2013","N86/38","GFP","Parassol, N., et al. 2013. PLoS One. 8:e82908.","24349395"
"2013","N86/8, N86/38","GFP","Chen, D., et al. 2013. Cell Reports. 5:1600-10.","24332851"
"2013","L21/32, N59, N327, N355/1","GluA2/GluR2, GluN2B/NR2B, GluN2A/NR2A, GluA1/GluR1","Parkhurst, C.N., et al. 2013. Cell. 155:1596-609.","24360280"
"2013","K60/73","KChIP2","Kant, R., et al. 2013. PLoS One. 8:e82951.","24376615"
"2013","N289/16","SUR1","Karnik, R., et al. 2013. PLoS One. 8:e85630.","24392021"
"2013","N86/38","GFP","Wang, C.C., et al. 2013. PLoS One. 8:e83941.","24391850"
"2013","K20/78","Kv1.1","Kirchheim, F., et al. 2013. Front Cell Neurosci. 7:248.","24367293"
"2013","N86/38","GFP","Marcello, E., et al. 2013. J Clin Invest. 123:2523-38.","23676497"
"2013","K28/43, K55/82, L5/1","PSD-95, Pan-KChIP, SCG10/Stathmin-2","Verpelli, C., et al. 2013. Front Cell Neurosci. 7:175.","24109433"
"2013","N37A/10, N26A/23, N43/6","Kv7.1/KCNQ1, Kv7.2/KCNQ2, Kv7.4/KCNQ4","Evseev, A.I., et al. 2013. Front Physiol. 4:277.","24109455"
"2013","N245/1","TARPGamma2/Stargazin","Maheshwari, A., et al. 2013. Front Cell Neurosci. 7:156.","24065886"
"2013","N29/29","VGlut2","Dabrowska, J., et al. 2013. Front Neurosci. 7:156.","24009552"
"2013","N68/6","Nav1.7","Laedermann, C., et al. 2013. Front Cell Neurosci. 7:137.","24009557"
"2013","K28/43","PSD-95","Moore, A.R., et al. 2013. PLoS One. 8:e74751.","23991227"
"2013","K28/43, L60/4, N59/20, N28/9","PSD-95, Copper ATPase 1, GluN2B/NR2B, VGlut1","Gaier, E.D., et al. 2013. J Neurochem. 127:605-19.","24032518"
"2013","N308/48","GluN1/NR1","Wang, X., et al. 2013. J Neurochem. 127:632-43.","24032433"
"2013","K17/70","Kvbeta2","Bavassano, C., et al. 2013. Biochem Biophys Acta. 1833:3166-75.","24036102"
"2013","K28/43","PSD-95","Raissi, A.J., et al. 2013. Mol Cell Neurosci. 57C:23-32.","24036351"
"2013","K89/34","Kv2.1","Cservenák, M., et al. 2013. Psychoneuroendocrinology. 38:3070-84.","24094875"
"2013","N16B/8","Kv3.1b","Jalabi, W., et al. 2013. J Neurosci. 33:15044-49.","24048834"
"2013","K28/43","PSD-95","Toth, A.B., et al. 2013. Nat Neurosci. 16:1417-25.","24036914"
"2013","N75, N308/48, N327, N59, N355/1, L21/32","mGluR1/5, GluN1/NR1, GluN2A/NR2A, GluN2B/NR2B, GluA1/GluN1, GluA2/GluN2","Luo, P., et al. 2013. FEBS J. 280:6114-27.","24103031"
"2013","N68/6","Nav1.7","Campbell, T.M., et al. 2013. J Cell Sci. 126:4939-49.","23986482"
"2013","N28/9, N165/38","VGlut1, LAR/PTPRF","Song, Y.S., et al. 2013. J Cell Sci. 126:4926-38.","23986473"
"2013","N133/21","RGS14","Piskorowski, R.A. and Chevaleyre, V. 2013. J Neurosci. 33:14567-78.","24005307"
"2013","K28/43, L21/32, N59/20, N75/33","PSD-95, GluA2/GluR2, GluN2B/NR2B, mGluR1/5","Breiderhoff, T., et al. 2013. PLoS One. 8:e75006.","24069373"
"2013","N95/35","GABA(A)R, Alpha1","Milenkovic, I., et al. 2013. Neuroscience. 254:80-96.","24055402"
"2013","N59/20","GluN2B/NR2B","Barcomb, K., et al. 2013. Mol Pharmacol. 84:834-43.","24056996"
"2013","N95/35","GABA(A)R, Alpha1","Chaumont, S., et al. 2013. J Biol Chem. 288:28254-65.","23935098"
"2013","K89/34","Kv2.1","Shepherd, A.J., et al. 2013. PLoS One. 8:e76698.","24086760"
"2013","K28/43","PSD-95","Trotter, J., et al. 2013. J Neurosci. 33:15652-68.","24068831"
"2013","N52A/42, N18/30, K28/43, L21/32, N59/20, N59/36","Mortalin/GRP75, PSD-93/Chapsyn-110, PSD-95, GluA2/GluR2, GluN2B, NR2B","Krüger, J.M., et al. 2013. J Neurosci. 33:15504-17.","24068818"
"2013","N69/46, N367/62, N308/48, K28/43","Shank3, GluN1/NR1, PSD-95","Duffney, L.J., et al. 2013. J Neurosci. 33:15767-78.","24089484"
"2013","N87/25","GABA(A)R Beta3","Pribiang, H. and Stellwagen, D. 2013. J Neurosci. 33:15879-93.","24089494"
"2013","K28/43","PSD-95","Czajkowski, R., et al. 2013. J Neurosci. 33:15779-92.","24089485"
"2013","L24/18, N77/15","IP3 receptor type 1, TrpC4","Abou-Saleh, H., et al. 2013. J Biol Chem. 288:32941-51.","24097979"
"2013","L8/15","Snapin/SNAPAP","Makani, V., et al. 2013. J Neuroendocrinol. 25:1241-54.","24118254"
"2013","K28/43","PSD-95","van Spronsen, M., et al. 2013. PLoS One. 8:e74907.","24098357"
"2013","N81/37","GABA(B)R2","Hearing, M., et al. 2013. Neuron. 80:159-70.","24094109"
"2013","L6/60","Slo1/BKAlpha","Mannowetz, N., et al. 2013. eLife. 2:e01009.","24137539"
"2013","N106/65","Ankyrin-G","Kline, C.F., et al. 2013. Proc Natl Acad Sci U S A. 110:17576-81.","24101510"
"2013","K74/71, N178A/9, N70/28, N56/21, N106/36","Nav1.1, Cav3.1, HCN1, FGF-14/FHF-4, Ankyrin-G","Puthussery, T., et al. 2013. J Neurosci. 33:16045-59.","24107939"
"2013","N147/6, N195A/16, N182/17, N183/15","Pan-QKI, QKI-5, QKI-6, QKI-7","van der Veer, E.P., et al. 2013. Circ Res. 113:1065-75.","23963726"
"2013","N263/31","Cav1.2","Narayanan, D, et al. 2013. J Physiol. 591:5031-46.","23858011"
"2013","L6/60","Slo1/BkAlpha","van der Lubbe, N., et al. 2013. Am J Physiol Renal Physiol. 305:f1177-88.","23986520"
